分公司	fēngōngsī	branch office		B2L14-I	
捨不得	shěbùde	reluctant to part with		B2L14-I	
聚一聚	jù yí jù	get together		B2L14-I	
當時	dāngshí	at that time	Adv	B2L14-II	
聲調	shēngdiào	tones	N	B2L14-II	
發音	fāyīn	pronunciation	N	B2L14-II	
準	zhǔn	to be accurate	Vs	B2L14-II	
企業	qìyè	enterprise	N	B2L14-II	
管理	guǎnlǐ	management	N	B2L14-II	
系	xì	academic department (of a university)	N	B2L14-II	
經濟	jīngjì	economy	N	B2L14-II	
幫助	bāngzhù	help	N	B2L14-II	
有關	yǒuguān	to be related to	Vst	B2L14-II	
語法	yǔfǎ	syntax, grammar	N	B2L14-II	
研究	yánjiù	to do research in	V	B2L14-II	
教書	jiāoshū	to teach	V-sep	B2L14-II	
方法	fāngfǎ	method, approach	N	B2L14-II	
目的	mùdì	goal, objective (long term)	N	B2L14-II	
國際	guójì	international	Vs-attr	B2L14-II	
翻譯	fānyì	translator, interpreter	N	B2L14-II	
外交	wàijiāo	diplomacy, foreign affairs	N	B2L14-II	
人員	rényuán	staff, personnel	N	B2L14-II	
充實	chōngshí	to enrich, to strengthen	V	B2L14-II	
專業	zhuānyè	profession, specialisation	N	B2L14-II	
能力	nénglì	capacity, ability	N	B2L14-II	
加拿大	Jiānádà	Canada		B2L14-II	Place
企業管理系 （企管系）	qìyè guǎnlǐ xì	department of business management		B2L14-II	
國際關係	guójì guānxì	international relations		B2L14-II	
春節	chūnjié	the Lunar New Year, the Spring Festival	N	B2L15-I	
伯伯	bóbo	"(older) uncle, friends' fathers in general"	N	B2L15-I	
年夜飯	niányèfàn	"Lunar New Year's Eve dinner"	N	B2L15-I	
打擾	dǎrǎo	to trouble (someone), to disturb	V	B2L15-I	
女兒	"nǚ'ér"	daughter	N	B2L15-I	
國外	guówài	abroad	N	B2L15-I	
圍爐	wéilú	"for a family to gather over Lunar New Year's Eve dinner"	V-sep	B2L15-I	
意思	yìsi	meaning	N	B2L15-I	
全家	quánjiā	the entire family	N	B2L15-I	
孩子	háizi	children	N	B2L15-I	
吉祥	jíxiáng	auspicious	Vs	B2L15-I	
年紀	niánjì	age	N	B2L15-I	
過年	guò nián	to celebrate the Lunar New Year		B2L15-I	
除夕夜	chúxì yè	"Luner New Year's Eve"		B2L15-I	
睡著	shuìzháo	to fall asleep		B2L15-I	
壓歲錢	yāsuìqián	"New Year's Eve money"		B2L15-I	
恭喜發財	gōngxǐ fācái	Congratulations. I wish you wealth		B2L15-I	
好了	hǎo le	OK		B2L15-I	
節日	jiérì	holiday, festival	N	B2L15-II	
打掃	dǎsǎo	to clean up (must include sweeping)	V	B2L15-II	
另外	lìngwài	in addition	Conj	B2L15-II	
春聯	chūnlián	"New Year's couplets (with calligraphy, in doublets)"	N	B2L15-II	
除夕	chúxì	"Lunar New Year's Eve"	N	B2L15-II	
年糕	niángāo	new year rice cake	N	B2L15-II	
橘子	júzi	orange, tangerine	N	B2L15-II	
守歲	shǒusuì	to stay up waiting for the arrival of the New Year	Vi	B2L15-II	
說法	shuōfǎ	way of saying things, a theory (belief)	N	B2L15-II	
晚	wǎn	late	Vs	B2L15-II	
活	huó	to live, to stay active	Vs	B2L15-II	
平安	"píng'ān"	peaceful, eventless	Vs	B2L15-II	
出門	chūmén	to go out, to leave the house	V-sep	B2L15-II	
拜年	bàinián	to pay a New Year visit	V-sep	B2L15-II	
又	yòu	again	Adv	B2L15-II	
起來	qǐlái	As a resultative particle, it indicates the beginning of an action or state	Ptc	B2L15-II	
華人	Huárén	Chinese, a person of Chinese ethnicity		B2L15-II	
貼上	tiēshàng	to stick on (the wall)		B2L15-II	
年年有餘	niánnián yǒuyú	abundance every year		B2L15-II	
步步高升	bùbù gāoshēng	to rise in social rank		B2L15-II	
大吉大利	dàjí dàlì	great wishes for the new year		B2L15-II	
放鞭炮	fàng biānpào	to set off firecrackers		B2L15-II	
大年初一	dànián chūyī	first day of the Lunar New Year		B2L15-II	
大年初五	dànián chūwǔ	fifth day of the Lunar New Year		B2L15-II	
安德思	Ān Désī	a man from Honduras		B3L01-I	People
羅珊蒂	Luó Shāndì	a woman from Indonesia		B3L01-I	People
何雅婷	Hé Yǎtíng	a woman from Taiwan		B3L01-I	People
開學	kāixué	(school) to start	Vp	B3L01-I	
班	bān	class, i.e., the students (not the classroom or the course)	N	B3L01-I	
新生	xīnshēng	new student	N	B3L01-I	
嚴	yán	strict, stern	Vs	B3L01-I	
口試	kǒushì	oral test	N	B3L01-I	
筆試	bǐshì	written test	N	B3L01-I	
以外	yǐwài	except, other than	N	B3L01-I	
口頭	kǒutóu	verbal, oral	Vs-attr	B3L01-I	
報告	bàogào	report	N	B3L01-I	
壓力	yālì	pressure, stress	N	B3L01-I	
說明	shuōmíng	instructions, explanation	N	B3L01-I	
清楚	qīngchǔ	clear(ly)	Vs	B3L01-I	
位子	wèizi	seat, place	N	B3L01-I	
旁聽	pángtīng	to audit, to sit in (on a class)	V	B3L01-I	
分	fēn	points	N	B3L01-I	
羨慕	xiànmù	to envy	Vst	B3L01-I	
休學	xiūxué	to take a break from school	Vp-sep	B3L01-I	
用功	yònggōng	diligent, conscientious (as a student)	Vs	B3L01-I	
行	xíng	to be all right	Vs	B3L01-I	
轉	zhuǎn	to transfer (to a different major)	V	B3L01-I	
原來	yuánlái	originally	Adv	B3L01-I	
會計	kuàijì	accounting, an accountant	N	B3L01-I	
熱門	rèmén	highly popular	Vs	B3L01-I	
熬夜	áoyè	to stay up all night, to burn the midnight oil	V-sep	B3L01-I	
當	dàng	to fail a course	V	B3L01-I	
恐怕	kǒngpà	(I am) afraid that, probably	Adv	B3L01-I	
口才	kǒucái	speaking skills	N	B3L01-I	
事	shì	issue, matter, event, thing	N	B3L01-I	
遲到	chídào	to be late (in arrival)	Vp	B3L01-I	
差一點	chà yì diǎn	barely, nearly, almost		B3L01-I	
這樣下去	zhèyàng xiàqù	if it goes on like this		B3L01-I	
沒辦法	méi bànfǎ	"there's no way, there's nothing that can be done"		B3L01-I	
獨生女	dúshēngnǚ	only child (girl)	N	B3L01-II	
私立	sīlì	private	Vs-attr	B3L01-II	
理想	lǐxiǎng	ideal, aspired	Vs	B3L01-II	
合	hé	to tally with, to match	Vst	B3L01-II	
痛苦	tòngkǔ	painful	Vs	B3L01-II	
科系	kēxì	(academic) department	N	B3L01-II	
放棄	fàngqì	to give up	V	B3L01-II	
不管	bùguǎn	no matter, regardless of	Conj	B3L01-II	
反對	fǎnduì	to oppose, to be against	Vst	B3L01-II	
個性	gèxìng	personality	N	B3L01-II	
活潑	huópō	lively, bubbly, vivacious	Vs	B3L01-II	
外語	wàiyǔ	foreign language	N	B3L01-II	
擔心	dānxīn	to worry about, to fret over with	Vst	B3L01-II	
填	tián	to fill out (a form)	V	B3L01-II	
表	biǎo	a form	N	B3L01-II	
辦	bàn	to deal with	V	B3L01-II	
手續	shǒuxù	procedures	N	B3L01-II	
申請	shēnqǐng	to apply for	V	B3L01-II	
成績單	chéngjī dān	report card, transcripts	N	B3L01-II	
考上	kǎoshàng	to test into		B3L01-II	
推薦信	tuījiàn xìn	a letter of recommendation		B3L01-II	
起	qǐ	starting from	Vp	B3L02-I	
外套	wàitào	coat, jacket	N	B3L02-I	
一般	yìbān	generally; in general	Adv	B3L02-I	
商品	shāngpǐn	goods, commodities	N	B3L02-I	
折扣	zhékòu	discount	N	B3L02-I	
省	shěng	to save, to put away	V	B3L02-I	
牌子	páizi	brand	N	B3L02-I	
品質	pǐnzhí	quality	N	B3L02-I	
選擇	xuǎnzé	choices	N	B3L02-I	
樣子	yàngzi	appearance, looks	N	B3L02-I	
摸	mō	to feel, to touch	V	B3L02-I	
店員	diànyuán	salesperson, store employee, clerk	N	B3L02-I	
短	duǎn	short	Vs	B3L02-I	
羊毛	yángmáo	"lamb's wool"	N	B3L02-I	
暖和	nuǎnhuo	warm	Vs	B3L02-I	
打折	dǎzhé	to offer a discount	V-sep	B3L02-I	
原價	yuánjià	original price	N	B3L02-I	
刷卡	shuākǎ	to swipe, i.e., use a credit card	V-sep	B3L02-I	
現金	xiànjīn	cash	N	B3L02-I	
麻煩	máfán	please (lit. allow me to trouble you)	V	B3L02-I	
簽名	qiānmíng	to sign	V-sep	B3L02-I	
破洞	pòdòng	to have a hole	Vp-sep	B3L02-I	
發票	fāpiào	receipt	N	B3L02-I	
弄	nòng	(pro-verb) to cause, to do	V	B3L02-I	
退	tuì	to return (purchases)	V	B3L02-I	
換	huàn	to exchange	V	B3L02-I	
店長	diànzhǎng	store manager	N	B3L02-I	
週年慶	zhōunián qìng	anniversary		B3L02-I	
一般來說	yìbān láishuō	generally speaking		B3L02-I	
試穿	shì chuān	to try on (garments)		B3L02-I	
打完折	dǎ wán zhé	after discount		B3L02-I	
弄丟	nòng diū	to lose		B3L02-I	
購物	gòuwù	to go shopping	Vi	B3L02-II	
糾紛	jiūfēn	dispute	N	B3L02-II	
電信	diànxìn	telecommunications	N	B3L02-II	
門市	ménshì	retail outlet	N	B3L02-II	
居留證	jūliúzhèng	Alien Resident Certificate (ARC in Taiwan)	N	B3L02-II	
月租型	yuèzūxíng	a monthly plan	N	B3L02-II	
帳單	zhàngdān	bill	N	B3L02-II	
並	bìng	contrary to assumption (followed by a negative statement)	Adv	B3L02-II	
包括	bāokuò	to include	V	B3L02-II	
解釋	jiěshì	explanation	N	B3L02-II	
顧客	gùkè	customer	N	B3L02-II	
尤其	yóuqí	especially, in particular	Adv	B3L02-II	
騙	piàn	to cheat, to swindle	V	B3L02-II	
頓	dùn	verbal measure word for a duration of action	M	B3L02-II	
辦法	bànfǎ	solution	N	B3L02-II	
自動	zìdòng	by itself, on its own, automatically	Adv	B3L02-II	
關機	guānjī	to turn off, to shut down	Vp-sep	B3L02-II	
修理	xiūlǐ	to repair	V	B3L02-II	
繳費	jiǎofèi	to pay a fee	V-sep	B3L02-II	
預付卡	yùfù kǎ	prepaid SIM card		B3L02-II	
換成	huàn chéng	to change to		B3L02-II	
吃到飽	chī dào bǎo	unlimited data (lit. all you can eat)		B3L02-II	
嚇一跳	xià yí tiào	shocked, startled, taken aback		B3L02-II	
客服中心	kèfú zhōngxīn	customer service center		B3L02-II	
陳敏萱	Chén Mǐnxuān	A woman from the Netherlands		B3L03-I	People
高橋健太	Gāoqiáo Jiàntài	A man from Japan		B3L03-I	
空氣	kōngqì	air	N	B3L03-I	
影響	yǐngxiǎng	influence	N	B3L03-I	
穩定	wěndìng	stable	Vs	B3L03-I	
幸虧	xìngkuī	fortunately	Adv	B3L03-I	leech
躲	duǒ	to hide, to go into hiding	Vi	B3L03-I	
度	dù	degree	M	B3L03-I	
溫度	wēndù	temperature	N	B3L03-I	
零下	língxià	below zero	Vs-attr	B3L03-I	
感覺	gǎnjué	to feel	Vst	B3L03-I	
實際	shíjì	actual	Vs	B3L03-I	
難怪	nánguài	"it's no wonder, no wonder"	Adv	B3L03-I	
季節	jìjié	season	N	B3L03-I	
火鍋	huǒguō	hotpot	N	B3L03-I	
海鮮	hǎixiān	seafood	N	B3L03-I	
新鮮	xīnxiān	fresh	Vs	B3L03-I	
櫻花	yīnghuā	cherry blossom	N	B3L03-I	
變化	biànhuà	change	N	B3L03-I	
氣溫	qìwēn	temperature (weather)	N	B3L03-I	
差	chā	to differ	Vst	B3L03-I	
幾乎	jīhū	almost	Adv	B3L03-I	
乾	gān	dry	Vs	B3L03-I	
發霉	fāméi	to mildew	Vp-sep	B3L03-I	
除濕機	chúshījī	dehumidifier	N	B3L03-I	
雨季	yǔjì	rainy season	N	B3L03-I	
涼快	liángkuài	cool	Vs	B3L03-I	
潮濕	cháoshī	humid	Vs	B3L03-I	
悶	mēn	stuffy	Vs	B3L03-I	
冷氣	lěngqì	air conditioning	N	B3L03-I	
荷蘭	Hélán	the Netherlands (lit. Holland)		B3L03-I	Place
出大太陽	chū dà tàiyáng	to be blazing hot		B3L03-I	
颳風	guā fēng	to be windy (lit. blow wind)		B3L03-I	
受到	shòu dào	to receive, to be, to get		B3L03-I	
受不了	shòu bù liǎo	"can't stand it"		B3L03-I	
餓死了	è sǐle	to starve to death (an exaggeration)		B3L03-I	
後母臉	hòumǔ liǎn	"stepmother's face, i.e., stern and cruel look"		B3L03-I	
祖先	zǔxiān	ancestor	N	B3L03-II	
移民	yímín	to immigrate, to emigrate	Vi	B3L03-II	
當中	dāngzhōng	of, amongst	N	B3L03-II	
根據	gēnjù	based on, in accordance with, according to	Prep	B3L03-II	
農曆	nónglì	the lunar calendar (lit. the agricultural calendar)	N	B3L03-II	
農業	nóngyè	agriculture	N	B3L03-II	
農人	nóngrén	farmer	N	B3L03-II	
難得	nándé	hard-to-come-by, rare	Vs	B3L03-II	
祭祖	jìzǔ	to venerate ancestors	Vi	B3L03-II	
拜	bài	to honor, to pay homage to	V	B3L03-II	
神	shén	gods, divinities	N	B3L03-II	
拜拜	bàibài	to present offerings to gods or ancestors	Vi	B3L03-II	
蚊蟲	wénchóng	mosquitoes and other insects	N	B3L03-II	
戴	dài	to wear (items other than those that cover the torso, legs, or feet, mostly ornamental items.)	V	B3L03-II	
香包	xiāngbāo	fragrant sachet	N	B3L03-II	
掛	guà	to hang	V	B3L03-II	
瘟疫	wēnyì	pestilence, plague	N	B3L03-II	
做法	zuòfǎ	method, way of doing something	N	B3L03-II	
多少	duōshǎo	somewhat	Adv	B3L03-II	
作用	zuòyòng	effect	N	B3L03-II	
迷信	míxìn	superstition	N	B3L03-II	
收成	shōuchéng	harvest	N	B3L03-II	
民族	mínzú	ethnic group	N	B3L03-II	
月亮	yuèliàng	moon	N	B3L03-II	
圓	yuán	round	Vs	B3L03-II	
社會	shèhuì	society	N	B3L03-II	
團聚	tuánjù	to get-together, to reunite; reunion of family members (in this lesson)	Vi	B3L03-II	
月餅	yuèbǐng	moon cake (shaped like the moon)	N	B3L03-II	
柚子	yòuzi	pomelo	N	B3L03-II	
故事	gùshì	story	N	B3L03-II	
溫馨	wēnxīn	warm, heart-warming	Vs	B3L03-II	
端午節	Duānwǔ jié	the Dragon Boat Festival (the 5th day of the 5th month)		B3L03-II	
中秋節	Zhōngqiū jié	the Mid-autumn Moon Festival (the 15th day of the 8th month)		B3L03-II	
雄黃酒	xiónghuáng jiǔ	realgar liquor, a wine seasoned with realgar, a type of arsenic, and is traditionally considered to be an antidote to other poisons		B3L03-II	
古時候	gǔ shíhòu	historically; in ancient times		B3L03-II	
趕走	gǎnzǒu	to drive away		B3L03-II	
過節	guò jié	to spend the holiday in some manner		B3L03-II	
愛	ài	to love	Vst	B3L04-I	
人情味	rénqíngwèi	to be hospitable, kind, friendly	N	B3L04-I	
放	fàng	to release	V	B3L04-I	
天燈	tiāndēng	sky lantern	N	B3L04-I	
願望	yuànwàng	wish	N	B3L04-I	
訊號	xùnhào	signal (data connection)	N	B3L04-I	
元宵	yuánxiāo	sweet sticky rice dumplings	N	B3L04-I	
牆	qiáng	wall	N	B3L04-I	
耐心	nàixīn	patience	N	B3L04-I	
感動	gǎndòng	to be touched, moved	Vs	B3L04-I	
擔仔麵	dànzǎimiàn	danzai noodles (special dish from Tainan)	N	B3L04-I	
招牌	zhāopái	store sign	N	B3L04-I	
當地	dāngdì	local	Vs-attr	B3L04-I	
賺	zhuàn	to earn	V	B3L04-I	
而	ér	on the other hand, rather	Adv	B3L04-I	
交	jiāo	to make (friends)	V	B3L04-I	
理想	lǐxiǎng	ideals, aspirations	N	B3L04-I	
剛剛	gānggāng	just now	Adv	B3L04-I	
改天	gǎitiān	some other day	Adv	B3L04-I	
無聊	wúliáo	boring, dull	Vs	B3L04-I	
東區	dōngqū	the East District (of Taipei)	N	B3L04-I	
煙火	yānhuǒ	fireworks	N	B3L04-I	
跨年	kuànián	welcome in the (solar) New Year (lit. span years)	Vi	B3L04-I	
種類	zhǒnglèi	type, category	N	B3L04-I	
價錢	jiàqián	price	N	B3L04-I	
感覺	gǎnjué	feeling; a feeling of	N	B3L04-I	
雞排	jīpái	chicken fillet	N	B3L04-I	
口	kǒu	mouthful	M	B3L04-I	
紅茶	hóngchá	black tea (lit. red tea)	N	B3L04-I	
平溪	Píngxī	Pingxi, a town in northern Taiwan		B3L04-I	
元宵節	Yuánxiāo jié	the Lantern Festival (15th day of the 1st month)		B3L04-I	
孔廟	Kǒngmiào	Confucian Temple		B3L04-I	Place
校外教學	xiàowài jiāoxué	field trip, class excursion		B3L04-I	
碰到	pèngdào	to run into		B3L04-I	
水煎包	shuǐjiān bāo	pan-fried pork bun		B3L04-I	
同事	tóngshì	colleague, coworker	N	B3L04-II	
美食	měishí	delicacies, delicious foods	N	B3L04-II	
上	shàng	to go up to	V	B3L04-II	
泡	pào	to steep (tea) / to soak oneself in, i.e., to bath in	V	B3L04-II	
錯過	cuòguò	to miss (an opportunity)	Vpt	B3L04-II	
營業	yíngyè	to open for business, in operation (businesses)	Vi	B3L04-II	
夜景	yèjǐng	night view	N	B3L04-II	
古老	gǔlǎo	ancient, antiquated	Vs	B3L04-II	
古蹟	gǔjī	historical site	N	B3L04-II	
重視	zhòngshì	to place emphasis on, to lay stress on, to value	Vst	B3L04-II	
歷史	lìshǐ	history	N	B3L04-II	
風俗	fēngsú	customs	N	B3L04-II	
習慣	xíguàn	habit	N	B3L04-II	
道地	dàodì	authentic	Vs	B3L04-II	
粥	zhōu	congee, watery rice	N	B3L04-II	
講究	jiǎngjiù	to be discriminating in, to be discerning, meticulous	Vst	B3L04-II	
頓	dùn	measure word for the duration of a meal	M	B3L04-II	
速度	sùdù	speed	N	B3L04-II	
窄	zhǎi	narrow	Vs	B3L04-II	
街道	jiēdào	street	N	B3L04-II	
蓋	gài	to build, to erect	V	B3L04-II	
待	dāi	to stay, to remain	Vi	B3L04-II	
欣賞	xīnshǎng	to appreciate, to enjoy	V	B3L04-II	
美麗	měilì	beautiful	Vs	B3L04-II	
鈴木	Língmù	Japanese last name: Lingmu (Japanese: Suzuki)		B3L04-II	
赤崁樓	Chìkǎn lóu	Chihkan Tower, a.k.a. Fort Provintia (stronghold built by the Dutch, in Tainan, in the 17th century)		B3L04-II	
留下來	liú xià lái	to leave behind		B3L04-II	
木造	mùzào	wooden; made from wood		B3L04-II	
非去不可	fēiqù bùkě	Visiting (it) is a must!!		B3L04-II	
流行	liúxíng	popular	Vst	B3L05-I	
唉	āi	Oh no! Oh boy!	Ptc	B3L05-I	
演唱會	yǎnchànghuì	concert	N	B3L05-I	
塞車	sāichē	net congestion, jam	Vs	B3L05-I	
上線	shàngxiàn	to log in, go online	V-sep	B3L05-I	
成功	chénggōng	to succeed	Vp	B3L05-I	
倒楣	dǎoméi	"out of luck, down on one's luck"	Vs	B3L05-I	
樂團	yuètuán	(music) band	N	B3L05-I	
唱	chàng	to sing	V	B3L05-I	
興奮	xīngfèn	excited	Vs	B3L05-I	
迷	mí	to be enamored with, be into, be enchanted by, be obsessed with	Vst	B3L05-I	
歌詞	gēcí	lyrics	N	B3L05-I	
難過	nánguò	sad	Vs	B3L05-I	
不如	bùrú	inferior to	Vst	B3L05-I	
現場	xiànchǎng	live; lit. on-site	N	B3L05-I	
跳	tiào	to jump	Vi	B3L05-I	
整	zhěng	entire, whole	Det	B3L05-I	
震動	zhèndòng	to vibrate, to shake	Vi	B3L05-I	
漫畫	mànhuà	comics	N	B3L05-I	
內容	nèiróng	content	N	B3L05-I	
色情	sèqíng	pornographic; obscene	Vs	B3L05-I	
放鬆	fàngsōng	to relax	Vst	B3L05-I	
心情	xīnqíng	mood	N	B3L05-I	
五月天	Wǔyuètiān	Mayday (name of a Taiwanese rock band)		B3L05-I	People
算了	suàn le	forget it; let it be!		B3L05-I	
受歡迎	shòu huānyíng	well-received; well-liked; popular		B3L05-I	
擠滿	jǐmǎn	crowded with, packed with		B3L05-I	
租書店	zūshū diàn	book rental store		B3L05-I	
平板電腦	píngbǎn diànnǎo	tablet computer		B3L05-I	
智慧型手機	zhìhuìxíng shǒujī	smartphone		B3L05-I	
殺時間	shā shíjiān	to kill time		B3L05-I	
漫畫展	mànhuà zhǎn	comic (book) exhibition		B3L05-I	
來不及	lái bù jí	not be in time for, not make it on time		B3L05-I	
撞衫	zhuàngshān	wardrobe clash, more than one person unintentionally wearing duplicate garments	Vs	B3L05-II	
它	tā	it	N	B3L05-II	
塞	sāi	to stuff, cram, squeeze (into)	V	B3L05-II	
當季	dāngjì	in season	N	B3L05-II	
款式	kuǎnshì	style (of clothes)	N	B3L05-II	
連續劇	liánxùjù	TV series	N	B3L05-II	
主角	zhǔjiǎo	leading role, leading actor	N	B3L05-II	
甜美	tiánměi	sweet and cute, lovely	Vs	B3L05-II	
寄	jì	to mail	V	B3L05-II	
居然	jūrán	unexpectedly, counter to assumption	Adv	B3L05-II	
害	hài	adversely impacting somebody so that they…	V	B3L05-II	
既然	jìrán	since, given that…	Conj	B3L05-II	
服裝	fúzhuāng	clothing, garments	N	B3L05-II	
媒體	méitǐ	the media	N	B3L05-II	
方式	fāngshì	method, ways	N	B3L05-II	
吸引	xīyǐn	to attract, to draw	Vst	B3L05-II	
避免	bìmiǎn	to avoid	V	B3L05-II	
包包	bāobāo	bag, purse	N	B3L05-II	
商人	shāngrén	businessperson	N	B3L05-II	
產品	chǎnpǐn	product	N	B3L05-II	
電子	diànzǐ	electronics	N	B3L05-II	
市場	shìchǎng	market	N	B3L05-II	
新型	xīnxíng	new style	Vs-attr	B3L05-II	
落伍	luòwǔ	behind the times, passé, old-fashioned	Vs	B3L05-II	
知音	zhīyīn	bosom buddy, confidant	N	B3L05-II	
想像	xiǎngxiàng	to imagine	V	B3L05-II	
喇叭褲	lǎbākù	bell-bottom pants	N	B3L05-II	
印象	yìnxiàng	impression	N	B3L05-II	
遊戲	yóuxì	game	N	B3L05-II	
化妝	huàzhuāng	to apply cosmetics, to make up	V-sep	B3L05-II	
一模一樣	yìmó yíyàng	identical		B3L05-II	
淺藍色	qiǎn lánsè	light blue		B3L05-II	
脫掉	tuōdiào	to take off (clothing)		B3L05-II	
小題大作	xiǎotí dàzuò	to make a mountain out of a molehill, to make a big deal of nothing		B3L05-II	
推出	tuīchū	to introduce, to roll out (products)		B3L05-II	
李文彥	Lǐ Wényàn	an American-born Chinese		B3L06-I	People
表哥	biǎogē	cousin (older male cousin, from a female lineage)	N	B3L06-I	
隨便	suíbiàn	as one pleases oneself, to act freely	Adv	B3L06-I	
種	zhòng	to grow (plants)	V	B3L06-I	
蔬菜	shūcài	vegetable	N	B3L06-I	
農夫	nóngfū	farmer	N	B3L06-I	
減少	jiǎnshǎo	to reduce, to decrease	V	B3L06-I	
農藥	nóngyào	pesticide	N	B3L06-I	
天然	tiānrán	natural	Vs-attr	B3L06-I	
堆肥	duīféi	compost	N	B3L06-I	
辛苦	xīnkǔ	tough, hard, bitter (life, work, etc.)	Vs	B3L06-I	
地位	dìwèi	position, status	N	B3L06-I	
收入	shōurù	income	N	B3L06-I	
利潤	lìrùn	profit	N	B3L06-I	
屋子	wūzi	house	N	B3L06-I	
番茄	fānqié	tomato	N	B3L06-I	
品種	pǐnzhǒng	variety, species	N	B3L06-I	
氣候	qìhòu	climate	N	B3L06-I	
長	zhǎng	to grow	Vi	B3L06-I	
熟	shóu	to be ripe, to ripen	Vp	B3L06-I	
片	piàn	measure word for a stretch, swath (of land)	M	B3L06-I	
田	tián	field, plot of land, paddy	N	B3L06-I	
照顧	zhàogù	to take care of	V	B3L06-I	
敢	gǎn	to dare	Vaux	B3L06-I	
條件	tiáojiàn	terms, conditions, (here) good qualities (in a prospective spouse)	N	B3L06-I	
黑	hēi	dark, black	Vp	B3L06-I	
摘下來	zhāi xiàlái	to pluck, to pick (e.g., fruit from a tree)		B3L06-I	
做不動	zuò bú dòng	to be unable to physically function due to old age		B3L06-I	
基因改造	jīyīn gǎizào	genetically modified		B3L06-I	
忙得過來	máng de guòlái	to be able to manage everything		B3L06-I	
開玩笑	kāi wánxiào	to joke, to kid		B3L06-I	
看天吃飯	kàntiān chīfàn	livelihood depends on the whims of nature		B3L06-I	
小農	xiǎonóng	small farmer	N	B3L06-II	
市集	shìjí	bazaar, market	N	B3L06-II	
食材	shícái	food materials, ingredients	N	B3L06-II	
產地	chǎndì	place of origin	N	B3L06-II	
盡量	jìnliàng	"to do one's best to"	Adv	B3L06-II	
友善	yǒushàn	friendly	Vs	B3L06-II	
對待	duìdài	to treat	V	B3L06-II	
土地	tǔdì	land	N	B3L06-II	
信任	xìnrèn	to trust	Vst	B3L06-II	
寧可	níngkě	would rather	Vst	B3L06-II	
跑	pǎo	to run	Vi	B3L06-II	
支持	zhīchí	to support	V	B3L06-II	
文章	wénzhāng	article	N	B3L06-II	
推銷	tuīxiāo	to promote, to market	V	B3L06-II	
其中	qízhōng	of these, of which, amongst which	N	B3L06-II	
師傅	shīfù	master (of a trade)	N	B3L06-II	
農村	nóngcūn	farming village	N	B3L06-II	
長大	zhǎngdà	to grow up	Vi	B3L06-II	
幫助	bāngzhù	to help	V	B3L06-II	
拜訪	bàifǎng	to pay someone a visit	V	B3L06-II	
出產	chūchǎn	to produce	V	B3L06-II	
由於	yóuyú	due to, because of	Conj	B3L06-II	
許多	xǔduō	many	Det	B3L06-II	
接近	jiējìn	to come close to, to approach	Vst	B3L06-II	
自然	zìrán	nature	N	B3L06-II	
變成	biànchéng	to become	Vpt	B3L06-II	
休閒	xiūxián	leisure	Vs	B3L06-II	
隨著	suízhe	along with, with the happening of	Prep	B3L06-II	
觀光	guānguāng	to tour, to sightsee	Vi	B3L06-II	
消費	xiāofèi	to be a consumer, to purchase things	Vi	B3L06-II	
安靜	ānjìng	quiet	Vs	B3L06-II	
消失	xiāoshī	to disappear	Vp	B3L06-II	
出問題	chū wèntí	to go wrong, to have problems		B3L06-II	
一方面	yì fāngmiàn	on the one hand		B3L06-II	
親	qīn	close (as of familial relationship)	Vs	B3L07-I	
爺爺	yéye	"grandpa (father's side)"	N	B3L07-I	
鄰居	línjū	neighbor	N	B3L07-I	
狗	gǒu	dog	N	B3L07-I	
叫	jiào	to bark	Vi	B3L07-I	
嗯	en	"an interjection indicating the speaker's agreement"	Ptc	B3L07-I	
奶奶	nǎinai	"grandma (father's side)"	N	B3L07-I	
過世	guòshì	to die, pass away (honorific)	Vp	B3L07-I	
領養	lǐngyǎng	to adopt	V	B3L07-I	
隻	zhī	measure word for animals	M	B3L07-I	
可愛	"kě'ài"	cute	Vs	B3L07-I	
孤單	gūdān	lonely	Vs	B3L07-I	
牠	tā	it (animals)	N	B3L07-I	
髒	zāng	dirty	Vs	B3L07-I	
洗澡	xǐzǎo	to take a bath	V-sep	B3L07-I	
養	yǎng	to raise, to keep	V	B3L07-I	
亂	luàn	arbitrarily, without rhyme or reason	Adv	B3L07-I	
咬	yǎo	to bite	V	B3L07-I	
打	dǎ	to hit, beat, smack, slap	V	B3L07-I	
分手	fēnshǒu	to break up (said of romantic relationships)	Vp	B3L07-I	
緊張	jǐnzhāng	tense	Vs	B3L07-I	
減輕	jiǎnqīng	to reduce	V	B3L07-I	
送	sòng	to take to	V	B3L07-I	
美容院	měiróngyuàn	beauty salon	N	B3L07-I	
推車	tuīchē	stroller	N	B3L07-I	
主人	zhǔrén	master, owner	N	B3L07-I	
相處	xiāngchǔ	to get along (with), to spend time together	Vi	B3L07-I	
生	shēng	to give birth, to bear	V	B3L07-I	
寵物	chǒngwù	pet	N	B3L07-I	
單身	dānshēn	to be single	Vs	B3L07-I	
醫院	yīyuàn	hospital	N	B3L07-I	
意見	yìjiàn	suggestion, opinion	N	B3L07-I	
建立	jiànlì	to establish	V	B3L07-I	
散步	sànbù	to take a walk	V-sep	B3L07-I	
家庭	jiātíng	family	N	B3L07-I	
真正	zhēnzhèng	real, true, genuine	Vs-attr	B3L07-I	
